evaluation_split,scenario_id,scenario_hash,episode_seed,dc_operation,pv_enabled,bess_enabled,pcc_capacity_kw,reference_mix_operating_peak_kw,hosting_dc_peak_kw,hosting_scale_of_reference_mix,minimum_background_gross_headroom_kw,maximum_pcc_power_kw,total_pv_available_kwh,total_pv_used_kwh,total_pv_curtailed_kwh,total_bess_charge_kwh,total_bess_discharge_kwh,terminal_soc_deviation_kwh,hosting_status
development,hourly_seed_10064,e23dda2b16352e5ae6ca1cd860eac7c09f70a31e2a853b01a1d5a99e88dfa598,10064,flexible,True,False,1000,201.000783984,874.76294143,4.35203746021,351.608988325,1000,32509.2393069,32139.7700497,369.469257234,0,0,0,optimal
development,hourly_seed_10064,e23dda2b16352e5ae6ca1cd860eac7c09f70a31e2a853b01a1d5a99e88dfa598,10064,rigid,True,False,1000,201.000783984,494.267084163,2.45903062847,351.608988325,1000,32509.2393069,13360.3954738,19148.8438331,0,0,0,optimal
development,hourly_seed_10064,e23dda2b16352e5ae6ca1cd860eac7c09f70a31e2a853b01a1d5a99e88dfa598,10064,flexible,True,True,1000,201.000783984,880.719740642,4.38167316159,351.608988325,1000,32509.2393069,30366.5655902,2142.67371669,768.382553362,693.465254409,0,optimal
development,hourly_seed_10064,e23dda2b16352e5ae6ca1cd860eac7c09f70a31e2a853b01a1d5a99e88dfa598,10064,rigid,True,True,1000,201.000783984,601.049804058,2.99028586926,351.608988325,1000,32509.2393069,15495.6532848,17013.5860221,632.164534611,570.528492487,0,optimal
development,hourly_seed_10065,39cb485a8f8d9a03bf0249397659069c84ab50e36b68a62b577fd8b21b3a8362,10065,flexible,False,False,1000,201.000783984,820.98576276,4.08449035117,453.618953611,1000,0,0,0,0,0,0,optimal
development,hourly_seed_10065,39cb485a8f8d9a03bf0249397659069c84ab50e36b68a62b577fd8b21b3a8362,10065,rigid,False,False,1000,201.000783984,481.048465738,2.3932666142,453.618953611,1000,0,0,0,0,0,0,optimal
development,hourly_seed_10065,39cb485a8f8d9a03bf0249397659069c84ab50e36b68a62b577fd8b21b3a8362,10065,flexible,False,True,1000,201.000783984,822.681770304,4.09292816674,453.618953611,1000,0,0,0,392.261776375,354.016253178,0,optimal
development,hourly_seed_10065,39cb485a8f8d9a03bf0249397659069c84ab50e36b68a62b577fd8b21b3a8362,10065,rigid,False,True,1000,201.000783984,536.41588716,2.66872534787,453.618953611,1000,0,0,0,553.507530163,499.540545972,0,optimal
development,hourly_seed_10065,39cb485a8f8d9a03bf0249397659069c84ab50e36b68a62b577fd8b21b3a8362,10065,flexible,True,False,1000,201.000783984,1009.57983147,5.02276564032,453.618953611,1000,34286.210153,31304.6083354,2981.60181761,0,0,0,optimal
development,hourly_seed_10065,39cb485a8f8d9a03bf0249397659069c84ab50e36b68a62b577fd8b21b3a8362,10065,rigid,True,False,1000,201.000783984,585.933153405,2.91507894542,453.618953611,1000,34286.210153,6883.04527057,27403.1648824,0,0,0,optimal
development,hourly_seed_10065,39cb485a8f8d9a03bf0249397659069c84ab50e36b68a62b577fd8b21b3a8362,10065,flexible,True,True,1000,201.000783984,1014.25293708,5.04601483126,453.618953611,1000,34286.210153,29831.1720485,4455.0381045,631.011524111,569.487900511,0,optimal
development,hourly_seed_10065,39cb485a8f8d9a03bf0249397659069c84ab50e36b68a62b577fd8b21b3a8362,10065,rigid,True,True,1000,201.000783984,677.814834948,3.3721999562,453.618953611,1000,34286.210153,7787.08236739,26499.1277856,496.745550574,448.312859393,0,optimal
development,hourly_seed_10066,8b3b6631f1fdf653a4e89ac7f749b0dc38c451e752a40dcf301e84455790c3fa,10066,flexible,False,False,1000,201.000783984,805.501502228,4.00745452959,453.618953611,1000,0,0,0,0,0,0,optimal
development,hourly_seed_10066,8b3b6631f1fdf653a4e89ac7f749b0dc38c451e752a40dcf301e84455790c3fa,10066,rigid,False,False,1000,201.000783984,455.152821664,2.26443306659,453.618953611,1000,0,0,0,0,0,0,optimal
development,hourly_seed_10066,8b3b6631f1fdf653a4e89ac7f749b0dc38c451e752a40dcf301e84455790c3fa,10066,flexible,False,True,1000,201.000783984,806.945190343,4.01463702951,453.618953611,1000,0,0,0,315.789473684,285,0,optimal
development,hourly_seed_10066,8b3b6631f1fdf653a4e89ac7f749b0dc38c451e752a40dcf301e84455790c3fa,10066,rigid,False,True,1000,201.000783984,501.527710869,2.4951530085,453.618953611,1000,0,0,0,421.052631579,380,0,optimal
development,hourly_seed_10066,8b3b6631f1fdf653a4e89ac7f749b0dc38c451e752a40dcf301e84455790c3fa,10066,flexible,True,False,1000,201.000783984,968.838551984,4.82007349812,453.618953611,1000,29363.3967032,27360.1956334,2003.2010698,0,0,0,optimal
development,hourly_seed_10066,8b3b6631f1fdf653a4e89ac7f749b0dc38c451e752a40dcf301e84455790c3fa,10066,rigid,True,False,1000,201.000783984,618.993302436,3.07955665728,453.618953611,1000,29363.3967032,11549.1657557,17814.2309475,0,0,0,optimal
development,hourly_seed_10066,8b3b6631f1fdf653a4e89ac7f749b0dc38c451e752a40dcf301e84455790c3fa,10066,flexible,True,True,1000,201.000783984,970.158390481,4.8266398332,453.618953611,1000,29363.3967032,24829.1503182,4534.24638502,195.179704372,176.149683196,0,optimal
development,hourly_seed_10066,8b3b6631f1fdf653a4e89ac7f749b0dc38c451e752a40dcf301e84455790c3fa,10066,rigid,True,True,1000,201.000783984,705.592034302,3.51039443885,453.618953611,1000,29363.3967032,10873.178732,18490.2179711,770.69832261,695.555236156,0,optimal
development,hourly_seed_10067,b486c9d2ede8744b9a4da4f9e1908fabf9cec70c4dd1d6e4ec0759509a4968ff,10067,flexible,False,False,1000,201.000783984,945.685040748,4.70488234923,649.140613287,1000,0,0,0,0,0,0,optimal
development,hourly_seed_10067,b486c9d2ede8744b9a4da4f9e1908fabf9cec70c4dd1d6e4ec0759509a4968ff,10067,rigid,False,False,1000,201.000783984,684.142713404,3.40368181578,649.140613287,1000,0,0,0,0,0,0,optimal
development,hourly_seed_10067,b486c9d2ede8744b9a4da4f9e1908fabf9cec70c4dd1d6e4ec0759509a4968ff,10067,flexible,False,True,1000,201.000783984,947.081058032,4.71182768177,649.140613287,1000,0,0,0,234.767454307,211.877627512,0,optimal
development,hourly_seed_10067,b486c9d2ede8744b9a4da4f9e1908fabf9cec70c4dd1d6e4ec0759509a4968ff,10067,rigid,False,True,1000,201.000783984,762.236107522,3.79220464922,649.140613287,1000,0,0,0,889.834434144,803.075576815,0,optimal
development,hourly_seed_10067,b486c9d2ede8744b9a4da4f9e1908fabf9cec70c4dd1d6e4ec0759509a4968ff,10067,flexible,True,False,1000,201.000783984,1079.25655238,5.36941464101,649.140613287,1000,26566.0122774,20689.9750759,5876.03720153,0,0,0,optimal
development,hourly_seed_10067,b486c9d2ede8744b9a4da4f9e1908fabf9cec70c4dd1d6e4ec0759509a4968ff,10067,rigid,True,False,1000,201.000783984,771.931494248,3.84044021594,649.140613287,1000,26566.0122774,5302.23990908,21263.7723683,0,0,0,optimal
development,hourly_seed_10067,b486c9d2ede8744b9a4da4f9e1908fabf9cec70c4dd1d6e4ec0759509a4968ff,10067,flexible,True,True,1000,201.000783984,1082.12088986,5.38366502067,649.140613287,1000,26566.0122774,20453.0576659,6112.95461151,411.539591079,371.414480949,0,optimal
development,hourly_seed_10067,b486c9d2ede8744b9a4da4f9e1908fabf9cec70c4dd1d6e4ec0759509a4968ff,10067,rigid,True,True,1000,201.000783984,877.829730869,4.3672950596,649.140613287,1000,26566.0122774,8175.81539219,18390.1968852,628.38851123,567.120631385,0,optimal
development,hourly_seed_10068,15ffac060632ed79cdf8e806935d3e5efe7f58f2f98128812906f47f83d8719a,10068,flexible,False,False,1000,201.000783984,886.425809111,4.41006145121,546.007237343,1000,0,0,0,0,0,0,optimal
development,hourly_seed_10068,15ffac060632ed79cdf8e806935d3e5efe7f58f2f98128812906f47f83d8719a,10068,rigid,False,False,1000,201.000783984,597.38506996,2.97205343243,546.007237343,1000,0,0,0,0,0,0,optimal
development,hourly_seed_10068,15ffac060632ed79cdf8e806935d3e5efe7f58f2f98128812906f47f83d8719a,10068,flexible,False,True,1000,201.000783984,887.855159509,4.41717261948,546.007237343,1000,0,0,0,315.789473684,285,0,optimal
development,hourly_seed_10068,15ffac060632ed79cdf8e806935d3e5efe7f58f2f98128812906f47f83d8719a,10068,rigid,False,True,1000,201.000783984,649.451830535,3.2310910319,546.007237343,1000,0,0,0,524.126729182,473.024373087,0,optimal
development,hourly_seed_10068,15ffac060632ed79cdf8e806935d3e5efe7f58f2f98128812906f47f83d8719a,10068,flexible,True,False,1000,201.000783984,1033.11789619,5.13986998314,546.007237343,1000,28543.4317269,22571.7161203,5971.71560661,0,0,0,optimal
development,hourly_seed_10068,15ffac060632ed79cdf8e806935d3e5efe7f58f2f98128812906f47f83d8719a,10068,rigid,True,False,1000,201.000783984,677.626341574,3.37126218188,546.007237343,1000,28543.4317269,7802.62787883,20740.803848,0,0,0,optimal
development,hourly_seed_10068,15ffac060632ed79cdf8e806935d3e5efe7f58f2f98128812906f47f83d8719a,10068,flexible,True,True,1000,201.000783984,1037.8164301,5.16324568259,546.007237343,1000,28543.4317269,21901.574609,6641.85711784,691.45914508,624.041878435,0,optimal
development,hourly_seed_10068,15ffac060632ed79cdf8e806935d3e5efe7f58f2f98128812906f47f83d8719a,10068,rigid,True,True,1000,201.000783984,778.011741938,3.87069008646,546.007237343,1000,28543.4317269,7380.94350907,21162.4882178,806.394791265,727.771299117,0,optimal
development,hourly_seed_10069,484a60f05f9afd9684752c377f10b38418c78d5179bf2fc077e04afae0ba9d1b,10069,flexible,False,False,1000,201.000783984,664.779967756,3.30735012361,351.608988325,1000,0,0,0,0,0,0,optimal
development,hourly_seed_10069,484a60f05f9afd9684752c377f10b38418c78d5179bf2fc077e04afae0ba9d1b,10069,rigid,False,False,1000,201.000783984,361.474112297,1.79837165374,351.608988325,1000,0,0,0,0,0,0,optimal
development,hourly_seed_10069,484a60f05f9afd9684752c377f10b38418c78d5179bf2fc077e04afae0ba9d1b,10069,flexible,False,True,1000,201.000783984,681.077393497,3.38843152747,351.608988325,1000,0,0,0,1492.52783144,1347.00636788,0,optimal
development,hourly_seed_10069,484a60f05f9afd9684752c377f10b38418c78d5179bf2fc077e04afae0ba9d1b,10069,rigid,False,True,1000,201.000783984,424.944710662,2.11414454332,351.608988325,1000,0,0,0,570.485218386,514.862909594,0,optimal
development,hourly_seed_10069,484a60f05f9afd9684752c377f10b38418c78d5179bf2fc077e04afae0ba9d1b,10069,flexible,True,False,1000,201.000783984,861.617808301,4.28663904301,351.608988325,1000,33103.0750319,32651.0645403,452.010491568,0,0,0,optimal
development,hourly_seed_10069,484a60f05f9afd9684752c377f10b38418c78d5179bf2fc077e04afae0ba9d1b,10069,rigid,True,False,1000,201.000783984,527.623019245,2.62497990698,351.608988325,1000,33103.0750319,17007.8274084,16095.2476235,0,0,0,optimal
development,hourly_seed_10069,484a60f05f9afd9684752c377f10b38418c78d5179bf2fc077e04afae0ba9d1b,10069,flexible,True,True,1000,201.000783984,870.091572881,4.32879691131,351.608988325,1000,33103.0750319,29332.5594854,3770.51554649,1051.14198795,948.655644129,0,optimal
development,hourly_seed_10069,484a60f05f9afd9684752c377f10b38418c78d5179bf2fc077e04afae0ba9d1b,10069,rigid,True,True,1000,201.000783984,616.968593979,3.06948352017,351.608988325,1000,33103.0750319,17740.8581954,15362.2168364,888.87543062,802.210076134,0,optimal
development,hourly_seed_10070,92b18af3d83275c971aa08b508d106c656a436856647429fdf986347fa6beb60,10070,flexible,False,False,1000,201.000783984,913.748965713,4.5459970235,636.5163646,1000,0,0,0,0,0,0,optimal
development,hourly_seed_10070,92b18af3d83275c971aa08b508d106c656a436856647429fdf986347fa6beb60,10070,rigid,False,False,1000,201.000783984,632.950034629,3.14899286502,636.5163646,1000,0,0,0,0,0,0,optimal
development,hourly_seed_10070,92b18af3d83275c971aa08b508d106c656a436856647429fdf986347fa6beb60,10070,flexible,False,True,1000,201.000783984,915.144485968,4.55293988326,636.5163646,1000,0,0,0,210.526315789,190,0,optimal
development,hourly_seed_10070,92b18af3d83275c971aa08b508d106c656a436856647429fdf986347fa6beb60,10070,rigid,False,True,1000,201.000783984,710.781202969,3.53621109769,636.5163646,1000,0,0,0,775.58088334,699.961747214,0,optimal
development,hourly_seed_10070,92b18af3d83275c971aa08b508d106c656a436856647429fdf986347fa6beb60,10070,flexible,True,False,1000,201.000783984,1037.91699192,5.1637459882,636.5163646,1000,24621.4616163,19061.8873686,5559.57424769,0,0,0,optimal
development,hourly_seed_10070,92b18af3d83275c971aa08b508d106c656a436856647429fdf986347fa6beb60,10070,rigid,True,False,1000,201.000783984,657.972150799,3.27348051961,636.5163646,1000,24621.4616163,2055.64998944,22565.8116268,0,0,0,optimal
development,hourly_seed_10070,92b18af3d83275c971aa08b508d106c656a436856647429fdf986347fa6beb60,10070,flexible,True,True,1000,201.000783984,1046.84271269,5.20815238599,636.5163646,1000,24621.4616163,19784.430142,4837.03147429,1090.45737943,984.137784932,0,optimal
development,hourly_seed_10070,92b18af3d83275c971aa08b508d106c656a436856647429fdf986347fa6beb60,10070,rigid,True,True,1000,201.000783984,745.395982386,3.70842325891,636.5163646,1000,24621.4616163,2360.51904564,22260.9425706,622.205956573,561.540875807,0,optimal
development,hourly_seed_10071,d984eb768f1d8289d51c99c3b670adfc3392bf517f5b4406f50add5c44e6fcbd,10071,flexible,False,False,1000,201.000783984,656.830145407,3.26779892291,350.417845578,1000,0,0,0,0,0,0,optimal
development,hourly_seed_10071,d984eb768f1d8289d51c99c3b670adfc3392bf517f5b4406f50add5c44e6fcbd,10071,rigid,False,False,1000,201.000783984,368.70472502,1.83434471106,350.417845578,1000,0,0,0,0,0,0,optimal
development,hourly_seed_10071,d984eb768f1d8289d51c99c3b670adfc3392bf517f5b4406f50add5c44e6fcbd,10071,flexible,False,True,1000,201.000783984,674.665768296,3.35653301904,350.417845578,1000,0,0,0,1578.94736842,1425,0,optimal
development,hourly_seed_10071,d984eb768f1d8289d51c99c3b670adfc3392bf517f5b4406f50add5c44e6fcbd,10071,rigid,False,True,1000,201.000783984,444.131419037,2.20960043157,350.417845578,1000,0,0,0,963.933403982,869.949897094,0,optimal
development,hourly_seed_10071,d984eb768f1d8289d51c99c3b670adfc3392bf517f5b4406f50add5c44e6fcbd,10071,flexible,True,False,1000,201.000783984,874.218392737,4.3493282733,350.417845578,1000,34817.232351,34392.0988541,425.133496837,0,0,0,optimal
development,hourly_seed_10071,d984eb768f1d8289d51c99c3b670adfc3392bf517f5b4406f50add5c44e6fcbd,10071,rigid,True,False,1000,201.000783984,468.103199257,2.32886255456,350.417845578,1000,34817.232351,17093.972584,17723.259767,0,0,0,optimal
development,hourly_seed_10071,d984eb768f1d8289d51c99c3b670adfc3392bf517f5b4406f50add5c44e6fcbd,10071,flexible,True,True,1000,201.000783984,879.596506164,4.37608495216,350.417845578,1000,34817.232351,32260.840915,2556.39143595,695.74225979,627.90738946,0,optimal
development,hourly_seed_10071,d984eb768f1d8289d51c99c3b670adfc3392bf517f5b4406f50add5c44e6fcbd,10071,rigid,True,True,1000,201.000783984,570.77039167,2.83964261411,350.417845578,1000,34817.232351,16263.1610426,18554.0713083,613.730077178,553.891394653,0,optimal
development,hourly_seed_10072,3bf8f82a0ff28c53adf53ec823d4daa518825b3b2a6eb4121e7d045f5d2f2d8c,10072,flexible,False,False,1000,201.000783984,933.35626278,4.64354538465,690.368088756,1000,0,0,0,0,0,0,optimal
development,hourly_seed_10072,3bf8f82a0ff28c53adf53ec823d4daa518825b3b2a6eb4121e7d045f5d2f2d8c,10072,rigid,False,False,1000,201.000783984,732.217873291,3.64286078282,690.368088756,1000,0,0,0,0,0,0,optimal
development,hourly_seed_10072,3bf8f82a0ff28c53adf53ec823d4daa518825b3b2a6eb4121e7d045f5d2f2d8c,10072,flexible,False,True,1000,201.000783984,934.740241011,4.65043082163,690.368088756,1000,0,0,0,210.526315789,190,0,optimal
development,hourly_seed_10072,3bf8f82a0ff28c53adf53ec823d4daa518825b3b2a6eb4121e7d045f5d2f2d8c,10072,rigid,False,True,1000,201.000783984,773.605876169,3.84877044176,690.368088756,1000,0,0,0,1095.84361291,988.998860647,0,optimal
development,hourly_seed_10072,3bf8f82a0ff28c53adf53ec823d4daa518825b3b2a6eb4121e7d045f5d2f2d8c,10072,flexible,True,False,1000,201.000783984,1032.71947968,5.1378878192,690.368088756,1000,22019.924766,16098.0727554,5921.85201055,0,0,0,optimal
development,hourly_seed_10072,3bf8f82a0ff28c53adf53ec823d4daa518825b3b2a6eb4121e7d045f5d2f2d8c,10072,rigid,True,False,1000,201.000783984,765.3926335,3.80790869731,690.368088756,1000,22019.924766,2530.32484454,19489.5999214,0,0,0,optimal
development,hourly_seed_10072,3bf8f82a0ff28c53adf53ec823d4daa518825b3b2a6eb4121e7d045f5d2f2d8c,10072,flexible,True,True,1000,201.000783984,1040.09194325,5.17456659934,690.368088756,1000,22019.924766,16257.44728,5762.47748596,985.332329569,889.262427436,0,optimal
development,hourly_seed_10072,3bf8f82a0ff28c53adf53ec823d4daa518825b3b2a6eb4121e7d045f5d2f2d8c,10072,rigid,True,True,1000,201.000783984,839.266195749,4.17543742424,690.368088756,1000,22019.924766,5041.43532425,16978.4894417,1231.94912633,1111.83408651,0,optimal
development,hourly_seed_10073,397db35637b651bbb3a5b32d153b1c9bb11a02454e453a8b19b4301676eeaf28,10073,flexible,False,False,1000,201.000783984,937.19865335,4.66266168108,666.977988534,1000,0,0,0,0,0,0,optimal
development,hourly_seed_10073,397db35637b651bbb3a5b32d153b1c9bb11a02454e453a8b19b4301676eeaf28,10073,rigid,False,False,1000,201.000783984,673.429438226,3.35038214716,666.977988534,1000,0,0,0,0,0,0,optimal
development,hourly_seed_10073,397db35637b651bbb3a5b32d153b1c9bb11a02454e453a8b19b4301676eeaf28,10073,flexible,False,True,1000,201.000783984,938.59247262,4.66959607827,666.977988534,1000,0,0,0,210.526315789,190,0,optimal
development,hourly_seed_10073,397db35637b651bbb3a5b32d153b1c9bb11a02454e453a8b19b4301676eeaf28,10073,rigid,False,True,1000,201.000783984,751.65879635,3.73958141581,666.977988534,1000,0,0,0,934.656023876,843.527061548,0,optimal
development,hourly_seed_10073,397db35637b651bbb3a5b32d153b1c9bb11a02454e453a8b19b4301676eeaf28,10073,flexible,True,False,1000,201.000783984,1097.1469236,5.45842111584,666.977988534,1000,28628.9025299,25280.9667356,3347.93579425,0,0,0,optimal
development,hourly_seed_10073,397db35637b651bbb3a5b32d153b1c9bb11a02454e453a8b19b4301676eeaf28,10073,rigid,True,False,1000,201.000783984,729.893886923,3.63129870668,666.977988534,1000,28628.9025299,1441.93996487,27186.962565,0,0,0,optimal
development,hourly_seed_10073,397db35637b651bbb3a5b32d153b1c9bb11a02454e453a8b19b4301676eeaf28,10073,flexible,True,True,1000,201.000783984,1105.29526504,5.49895996988,666.977988534,1000,28628.9025299,24870.0653297,3758.83720018,1047.50512489,945.373375212,0,optimal
development,hourly_seed_10073,397db35637b651bbb3a5b32d153b1c9bb11a02454e453a8b19b4301676eeaf28,10073,rigid,True,True,1000,201.000783984,827.347116305,4.11613875282,666.977988534,1000,28628.9025299,5367.18939914,23261.7131307,668.312846552,603.152344013,0,optimal
development,hourly_seed_10074,e8d0dcebfb8ad57fae6b6abffe190d3a9e077c20d13eb60832eead058931c08c,10074,flexible,False,False,1000,201.000783984,726.725823608,3.61553725913,394.091836323,1000,0,0,0,0,0,0,optimal
development,hourly_seed_10074,e8d0dcebfb8ad57fae6b6abffe190d3a9e077c20d13eb60832eead058931c08c,10074,rigid,False,False,1000,201.000783984,424.993150764,2.11438553791,394.091836323,1000,0,0,0,0,0,0,optimal
development,hourly_seed_10074,e8d0dcebfb8ad57fae6b6abffe190d3a9e077c20d13eb60832eead058931c08c,10074,flexible,False,True,1000,201.000783984,735.782297839,3.66059416911,394.091836323,1000,0,0,0,999.177193142,901.757416811,0,optimal
development,hourly_seed_10074,e8d0dcebfb8ad57fae6b6abffe190d3a9e077c20d13eb60832eead058931c08c,10074,rigid,False,True,1000,201.000783984,486.382718115,2.41980507973,394.091836323,1000,0,0,0,633.809251355,572.012849348,0,optimal
development,hourly_seed_10074,e8d0dcebfb8ad57fae6b6abffe190d3a9e077c20d13eb60832eead058931c08c,10074,flexible,True,False,1000,201.000783984,910.529051403,4.52997761181,394.091836323,1000,32625.911708,32362.9830009,262.928707029,0,0,0,optimal
development,hourly_seed_10074,e8d0dcebfb8ad57fae6b6abffe190d3a9e077c20d13eb60832eead058931c08c,10074,rigid,True,False,1000,201.000783984,571.06268428,2.84109680052,394.091836323,1000,32625.911708,19144.4975558,13481.4141522,0,0,0,optimal
development,hourly_seed_10074,e8d0dcebfb8ad57fae6b6abffe190d3a9e077c20d13eb60832eead058931c08c,10074,flexible,True,True,1000,201.000783984,915.326173424,4.55384379743,394.091836323,1000,32625.911708,29145.8569928,3480.05471516,840.763450234,758.789013836,0,optimal
